review,sentiment
"I recently watched the first Guinea Pig film, The Devil's Experiment, and I must admit to being disappointed.<br /><br />This film is invariably included in any list of the ""nastiest"" films and maybe I was expecting more because of the hype. The truth is though, I don't rate it.<br /><br />If I'd been watching it believing the opening text to be true (""I found this tape...""), I might have been a bit disturbed by it, thinking it was real. Even without the benefit of knowing it not to be real though, I think I'd have worked out that it indeed wasn't.<br /><br />Throughout the film, the girl's reactions to what is being done to her just aren't what they should be. She should be screaming like a banshee in pain. The fact that she isn't means that it's obviously not real. I wouldn't want to watch it if it were real but if she were to be more convincing in her acting, the film would be more disturbing.<br /><br />And then there are the notorious scenes: nothing affected me at all up until the scalpel in the hand. The hot oil, maggots and innards just didn't bother me. I'm not saying I'm ""hard""; just that I wasn't able to suspend my disbelief, partly because of the girl's inaction.<br /><br />The scalpel made me wince a little but the hammer to the hand just made the hand look rubber. And the final scene with the eye was again a little wincing but nothing more. I didn't want to look away and neither did I feel nauseous.<br /><br />Perhaps it's because the film is twenty-odd years old, or perhaps I'm just jaded. The truth is, I didn't find this film at all disturbing.<br /><br />It's the kind of thing you might expect to see playing on a loop as a modern art installation and as an exercise in stripping away characters, story etc. and just leaving the torture, it works on some levels. As a disturbing piece of film though, it didn't work for me at least.<br /><br />I watched Guinea Pig with my wife, who is of the ""it's just a film"" bent and she wondered what all the fuss was about. We got to discussing why I watch these films and my reasons are many but include a desire to be affected by a film. She said that she didn't think any film could be so convincing as to disturb her and challenged me to do exactly that. I played her the fire extinguisher scene from Irreversible and she was indeed disturbed.<br /><br />I'm not sure I have a point, other than that both of us were more disturbed by a scene in a non-horror genre film than any film thus far which sets out to disturb.",0
"I've spent quite a while going through all the reviews for this film. I'm in total agreement with almost every reviewer in saying that Noah's Ark is crap, crap, crap, crap, crap! Don't the executives at NBC have any class? I feel sick to my stomach for actually watching both parts of this mini-series. The script is so dumb, so pointless, and yes, TOTALLY INACCURATE! I can understand making a few changes for dramatic purposes, but this film changed just about everything in the story. God himself is going to go through the trouble to kill off the entire Earth's population, but he somehow misses one guy that's sailing around trying to sell stuff to Noah. Give me a break! And what was up with Noah's sons acting like Indiana Jones, saving girls in distress? If all that isn't bad enough, there's the part where God apologizes to Noah and says ""I'm sorry Noah, I was wrong"". Newsflash NBC, GOD CAN NOT BE WRONG! This film is the most tasteless and disgraceful Biblical film ever made.",0
"What could have been a good story was destroyed by the ludicrous time travel scenario. If something was altered in the past that changed evolution and humans never developed, the time machine would never have been built. If something from the past was brought into the present, it would have no effect on the past.<br /><br />I really wish film producers would run their ideas past an actual scientist before finishing the script. Even if you suspend reality and assume time travel is possible, you have to stick to logic.<br /><br />OTOH, Ben Kingsley seemed to be having a great time with his over the top performance. All of the other actors seemed to be doing the best they could as well. It was the writing that left them twisting in the wind.<br /><br />""Back to the Future"" handled it better.",0
"52-Pick Up never got the respect it should have. It works on many levels, and has a complicated but followable plot. The actors involved give some of their finest performances. Ann-Margret, Roy Scheider, and John Glover are perfectly cast and provide deep character portrayals. Notable too are Vanity, who should have parlayed this into a serious acting career given the unexpected ability she shows, and Kelly Preston, who's character will haunt you for a few days. Anyone who likes action combined with a gritty complicated story will enjoy this.",1
"No Fireworks Despite Violent Action.<br /><br />Science fiction films that reflect quality are scarce indeed, largely because transposal of imaginative themes from the genre to the screen too often falls short of effective execution as a result of insufficient funding or inadequate invention, and unfortunately for its producers, this work is lacking on both counts, woefully so in the case of the latter. With essentially no budget with which to operate, it is a grave mistake to attempt the depiction of such a gamut of events as those within this scenario and, in particular, special effects of space opera warfare which appear only clownish, while seeds from the scriptors' imagination lie fallow due to some of the most fatuous misunderstanding of basic scientific principles to be found. Among these are frequent firing of weapons within a sealed environment, and a wayward law of gravity which enables freedom of movement of cast members while inanimate objects float weightlessly, but it is easier to accept these than it is to pretend that any of the episodes have a basis in plausibility. The plot involves an escape of life sentenced prisoners from a space station penal colony to a waste landfill upon our moon and their various attempts to obtain passage back to Earth, with some few capable players present who are execrably directed by first-timer Paolo Mazzucato, whose production team wastes effort upon such as holographic pornography while ignoring a pressing and basic requirement for the creation of states of suspense and of impetus.<br /><br />",0
"What crack are you smoking? This movie, while gloriously entertaining, is awful! <br /><br />The action scenes are so obviously fake it's kind of sad. The colonel's daughter is painfully irritating. The ninja training camp is so hilarious it is almost not worth mentioning. And when Joe puts the bucket over his head and beat up the other army guy, I just about peed myself. I could go on...<br /><br />Entertaining, arguably so. Good, no. Well made, certainly not.<br /><br />As a commentary on America as empire, it's actually pretty good. Joe as a typical white conqueror isn't all that surprising, especially in the context of mid-1980s American cinema.",0
"I was given this film by my uncle who had got it free with a DVD magazine. Its easy to see why he was so keen to get rid of it. Now I understand that this is a B movie and that it doesn't have the same size budget as bigger films but surely they could have spent their money in a better way than making this garbage. There are some fairly good performances, namely Jack, Beth and Hawks, but others are ridiculously bad (assasin droid for example). This film also contains the worst fight scene I have ever seen. The amount of nudity in the film did make it seem more like a porn film than a Sci-Fi movie at times.<br /><br />In conclusion - Awful film",0
"Kalifornia came out in 1993, just as 3 of the 4 lead characters were up and coming to the levels of fame they now possess in 2006. This is a nice psycho-thriller that should appeal to all David Duchovny fans because of his dry and intelligent narratives that find their ways into his work, like with most of his episodes of the X-Files, Playing God, and Red Shoe Diaries.<br /><br />People who were put off by the heavy southern accent from Brad Pitt and Juliette Lewis' characters obviously have never spent much time in the south. For every ""Brian and Carrie"" in the south, there is an ""Adele and Early"" and in 2006, that's the real horror of this flick.<br /><br />Aside from that, I think the film was written with a cult film intention - like with Carrie's photography, it's not suitable for mass consumption. But if you have a copy of this in your personal library, I think it says something positive about your tastes for freaky movies.",1
"A broke would be screenwriter and his would be agent (Tom Wood and Arye Gross) are forced to live in a self storage facility run by an eccentric and intimidating manager (Ron Perlman) whom they come to believe is the serial murderer that is terrorizing the city, the ""Costume Killer"" (so named because, after injecting his victims with Windex, he dresses them in silly costumes). They convince him his life story would make a great film and gather together a group of misfit wannabe film makers (John Considine, Joe Pantoliano, Kristy Swanson) and discover that the art of movie making can be murder.<br /><br />There is more to this movie but it was unfortunately left on the editing room floor and it shows (rumor is the studio wanted a ""lighter"" dark comedy). Our loss (and the actors, who all do fine jobs and deserve better) as this has the makings of an exceptional black comedy but only rises to mediocre cute.<br /><br />If you're a Ron Perlman fan this is absolutely worth getting just for his performance. His comedic timing is excellent and he has the chance to do some really great impressions (he wasn't kidding when he said on the Hellboy movie commentary that he needed an intervention when he gets into Jerry Lewis mode). He's just simply fun to watch in this one. <br /><br />David Dukes also shines in a two-scener (but pivotal) role.",0
"I found the one and only comment about this movie entirely uninformative and altogether too harsh, so I have decided to write my own. I first saw this movie when it came out and have caught it a few times more since then. First of all let me say that, overall, the things that this movie gets RIGHT are what make it worthwhile. It doesn't matter that it has some low budget quirks and other faults. It is worth watching. The idea of basing a movie on Walt Whitman's visit a restrictive, narrow-minded Anglo-Canadian community in Southern Ontario and bringing people to life is a brilliant mis-en-scene. The movie is about the kind of humanizing catalysis Whitman inspired in people. And in that sense it is exactly accurate. The acting - especially by Rip Torn (Whitman) and Colm Feore as the doctor - is very good. The scripting and dialogue are strong and pay proper attention to the mores and inflections of the time. Overall, what's not to like? Besides, name another film in which Whitman is brought so vividly to life?",1
"I haven't seen Ishtar, but I did have the misfortune of seeing Kevin Costner's Postman, This is worse. Maybe the absolute worse piece of garbage I have ever seen, and if you look at my review for Moulin Rouge? that is saying something. Bad plot, acting was substandard and even wasted (even though, yes, Michael Keaton has been in some of the worst movies I have ever seen), and this movie has no redeeming value to anybody with more than half a brain. DO NOT SEE IF YOU HAVE GRADUATED THE 4TH GRADE as you will find this an insult to your intelligence.",0
"SKELETON MAN was okay for the first 5 minutes but as soon as the so-called ""Special Force Agents"" hit the screen, it went down hill faster than a fat kid on a sled.<br /><br />The opening makes us think we might have a corny, yet fun, horror flick on our hands but no...the film makers ruin any hope of that when the ""Special Force Agents"" show up. I wish the screenwriter took a different route and had the ""Skeleton Man"" chase down some dim witted teenagers until one of them finally gets the upper hand. Instead, the ""Skeleton Man"" chases down some dim witted ""Special Force Agents"" and offs them until their Captain finally gets the upper hand.<br /><br />I know the whole ""stalking of dim witted teenagers by a killer"" thing as been done before but it would of been more suited for a movie like this.<br /><br />When the ""Skeleton Man"" finally does meet his ""so called"" demise, in a building that blows up, the Captain of the ""Special Force Agents"" is asked the following by a police officer outside of the building: ""What the hell happened in there?"" My answer to that question: ""Who the hell cares?""",0
"As a physics student, I've become aware of many idiot professors, and other so-called experts, in the field. As I continue with my studies, I learn more and more about real physics experiments going on, and about the people who are doing things right.<br /><br />Then, my friends tell me of this ""physics movie"" they want to see. Knowing nothing of it, I'm excited, hoping that the information will be presented well.<br /><br />I've done REAL quantum mechanics; this wasn't it.<br /><br />This movie starts with the basic assumption that anything that occurs to a subatomic particle can, and will, occur to you, if you just open your eyes. Let's think about that, for just a moment.<br /><br />Our bodies are composed of somewhere around 10^30 such subatomic particles. That is a million billion billion billion particles! The more ""mysterious"" quantum effects of just two particles can have a 50% probability of cancelling each other out completely. As you add more and more particles into the mix, it becomes almost impossible to have a large net quantum result. To tell us to believe that this is a valid assumption, with no rationality behind it...it's just stupid.<br /><br />My friend, also in physics, and I counted 3 facts during the course of this movie. But they were presented in the most misleading manner I've EVER SEEN.<br /><br />I cannot say as much for the neural portion of the movie, as I have not had any kind of medical training. It seemed as though it might have had a slight bit more truth to it, remembering my days in biology, but I cannot say.<br /><br />At least this film had a redeeming quality: the dancing peptides (or whatever they actually were) scene. Not to ruin the invaluable plot that drives this movie, but the main character goes to a wedding, where she sees all different types of personalities ""driven"" by their peptides*, and then the film cuts to the dance floor, where we are spliced between people dancing, sometimes surrounded by CG peptides, and a fully CG scene, filled with dancing peptides. The film, at that point, was trying to tell us how we're ""addicted to emotions,"" so we're treated to the full song of that smash hit, ""Addicted to Love.""<br /><br />This scene was redeeming, because anyone who could go through THAT scene, and still take this movie seriously...well, you are the ones that need to ""open your eyes.""",0
"The story itself is routine: A boy runs away from home and ends up in a struggling music school for kids. He convinces a famous violinist to sponsor the school. The film is a splicing of shootings over 11 weeks, and leaves many amusing holes which the observant viewer may find for him/herself.<br /><br />However long the whiskers of the plot might have been, the movie is justified by its music and acting. There is plenty of music, featuring classical works played by Heifetz and by The Meremblum Orchestra, one of the leading youth symphonies of that day, and said music is excellent. By itself, it would make the picture worth viewing. The conducting and scoring duties were put in the best of hands: those of Alfred Neumann.<br /><br />The acting is a study in contrasts. The kids in the orchestra, most of whom had little or no acting experience, must have driven director Archie Mayo crazy, looking into the camera, overacting the parts that they had, and overstudiously following directions given to them. But the spontaneity that results from their lack of training adds an interesting charm to the picture. The veteran actors were marvelous with the material they had to work with. Walter Brennan was perfectly cast in his role, one that he emulated in real life. Joel McCrea and Andrea Leeds were ideal fits for their parts. And the supporting acting was a veritable Who's Who of character actors: Marjorie Main, Arthur Hohl, Paul Harvey, , Charles Coleman, Perry Ivins, and Porter Hall in his typical role of the heavy---all ideally cast. And the bit players: Jessie Arnold, John Hamilton, Marjorie Wood, Jimmy Flavin, Dulcie Day, the gravelly voiced Lee Phelps in his usual role as a policeman and many many more. If you're a fan of character actors, this movie will bring back a lot of memories.<br /><br />Overall, the picture is very enjoyable and is recommended, even if you aren't a fan of classical music.<br /><br />tvcat",1
"I love this film (dont know why it is called Pot Luck in England - what a rubbish, and entirely irrelevant name!), I spent 8 months in Barcelona, not as an Erasmus student but living with other foreigners, so it felt just the same. It brings back so many great memories of the fun I had with all the friends I made from different countries, and of the city itself. I really want to see the followup 'Les Poupees Russes ' (the Russian Dolls), I'm guessing it wont be released here? My brother saw it in France and said it def wasn't as good, but had a lot of the same cast (the Brother of Wendy gets married apparently). Anyone know anything about this film? and whether it may be released?",1
"Original Claymation Rudolph: Pretty good. Original Frosty cartoon: Needs a little work, but could be worse. But Frosty and Rudolph together on the Fourth of July? C'mon! Give me a BREAK!!! This was one movie that shouldn't have been made. It was bad. It didn't really go for any holiday in particular, except July 4. That made it especially bad since Frosty and Rudolph are usually associated with the Christmas season. And any movie can be ruined by too much singing. The frequent songs made this movie seem a lot longer than it really was. The movie tried mixing two familiar Chirstmastime characters with an American traditional holiday (which almost seems to ""limit"" it to America), too many pointless songs, and a lousy plotline. The result? A bad movie that can't really be watched at any time of year. I would suggest you forgo this movie even if you like Frosty and Rudolph.",0
"This film might have weak production values, but that is also what makes it so good. The special effects are gross out and well done. My favorite part of the movie had to be Chrissy played by Janelle Brady. She is super hot and also has a good nude scene. Robert Prichard as the leader of the gang is hilarious, as are the other members. This film is actually trying to make a point, by saying that nuclear waste plants are bad. 4/10 Fair comedy, gross out film.",0
"I went to the movies to see Claudine and loved every minute of it the cast and the soundtrack as well. Diahann Carroll was never better than in this role. We saw Ms. Carroll downplayed her looks barely saw her naked,smoked a cigarette, drank beer and oh she cursed. Whenever this movie was shown on TV and finally cable I would call my friends to watch it. Just the soundtrack from the very beginning of the movie is awesome all thanks to Gladys Knight and the Pips. We saw a black woman struggling to raise her children, dealing with teen pregnancy and everyday life meets a man whom she learns later on has issues himself. Finally this movie made it to DVD and well deserving.",1
"OK OK, it might be hard to put the entirety of a man's life in one film. Traditionally therefore, biopics focus on one or two significant parts in the subject's life. Now, Byron was a ""my week beats your year"" fellow, which makes selecting parts that are representative even harder. Furthermore, just as Byron's poetry is inseparable from his life, the man's life itself must be seen as a whole. Lifting parts out is not only not showing the whole picture, it's showing a different picture altogether.<br /><br />Now, in short my review comes down to this: supposedly, Byron was indeed the ""my week beats your year"" prototype, a guy who lived so intensely that he indeed did more in his 15 or so active years than most do in an entire lifetime. True, he had setbacks and was a victim of the time and social setting he lived in - but in the end, this dude is supposed to be the prototype whose life we'd all want to lead, no? Well, I did NOT, at ANY moment, want to live the life depicted in this film. So it gets 3. Not for being so badly done (which, direction-wise, it more or less was), but more importantly for missing the point entirely in a flat plot.<br /><br />Some more detail. Well, to over simplify things, a Byron bio should have two distinct episodes: 1. Post-first Europe trip: England and his rise to fame + marriage / 2. His life abroad. Now, the important thing is that the SECOND part should be at least as important as the first. Not only was it a lot longer, but the most significant change in Byron took place then. Furthermore, it's where he created his best works (Don Juan, the Vision of Judgement etc. - all the stuff that makes him *really* unique in English literature).<br /><br />Instead, in this film (a) Byron's life never comes across as even remotely entertaining, (b) it only gets *worse* after he leaves England. They did two good jobs: first, they started at his return of his Europe trip (though a bit more of the actual trip would have been welcome as a prologue), second, they chose an angle, and they chose his incestuous love for Augusta (who is rather perfectly cast). The problem with this last thing is that they never let it go. True, Byron remained strongly attached to Augusta for the rest of his life, but, especially as he was such a mood swing person, the fact that his letters reflect that does not mean that at other times he might not have completely enjoyed life.<br /><br />Anyway, the first part of the TV film should have ended with him leaving England. There's no doubt about that. The thing is: once abroad, a life of debauchery began (with the infamous Geneva period), but in Italy Byron also discovered a new life, both for his poetry (inspired by Italian comedy), already in Venice, and for himself when he found the Contessa Teresa Guiccioli and moved to Ravenna (afterwards, at the request of Shelly, with Teresa, to Pisa). In other words, he was also *liberated*. His mind and life opened up (and not only in the decadent sense), while England's closed further as it fell into the gravitational pull of the Victorian age. True, freedom was Augusta-less, but this bitter-sweet freedom tastes sour in this film. We see a lonely, bored snob getting older.<br /><br />I mean, hell, Byron never thought much about his poetry, except when he finally found his own voice in Don Juan! Apart from poetic and romantic developments, his relationship with Shelly (and the down-break) should have been more documented. Also, it is in Italy in Ravenna that he gets involved with politics and revolutionary ideas. This is important, as it shows that the decadent romantic and ultimately escapist language and person of Childe Harold is changing into the more planted-in-life realistic and lighter passion of the language and person of Don Juan. Life and work are one. True, still a bit naive, but it's what got him to Greece! And the whole thing came full circle in Pisa, where Shelley's revolutionary spirit further ignited the spark. Missolonghi wasn't the bored snob suddenly looking for some action. It was the insights in Italy (the Gambas) stirring him into action. It can be a symbol for the man looking for some ancient-style battle excitement while the rest of Europe becomes fixed in the clay of modern reason and conservatism. But it wasn't just that, there was a true inspiration behind it. Meanwhile, Byron wrote massive amounts of Don Juan. True, his end is a bit sad, but it's not like he's worn out. THAT is the essence of Byron's life: he may have had some strong emotional attachments (2: Augusta and Teresa), but EVERY time he managed to reinvent himself truly. Meaning that he wasn't 'less' at the end of his life - no, he'd made a physical and mental JOURNEY that, at the time, few people were prepared to make.<br /><br />I wonder. Why is it that so often the second period in Byron's life is overlooked? Because it had less obvious conflicts, as the man was finally coming to his own? In focusing our attention on the frustrated England years fraught with scandals, we show ourselves to be not much better than the English aristocracy at the time, which Byron so despised, and which, despite the fact that he had no choice, he *willingly* fled in 1816, to find a world that was modern and liberal enough to let him find the voice that would make him the first romantic plainspoken language poet and evolve from a self-obsessed snob to a passionate man moving onward with a cause.",0
"Having been forced by my children to watch this at least 10 times for each of the last 2 Christmases, I feel adequately qualified to pass judgment on this version of Dr. Seuss' classic tale, and well... it's not very good. First off, following a classic act like Chuck Jones' animated TV special is going to be difficult for anyone, but this interpretation is so heavy-handed and padded as to be positively numbing. I will concede that there are a handful of inspired gags, but overall the film comes off as a calculated cash grab, at the same time as it is supposedly decrying the commercialisation of Christmas. Jim Carrey is typically over the top here, but that is completely at odds with the character of the Grinch. As characterised by Boris Karloff, he was a slow burn; methodical and sly. There is no method to Carrey's madness, and that is only the most obvious error made. Talented actors like Jeffrey Tambor and Christine Baranski are utterly wasted here. Why, Universal, why? I mean , I understand that Tony Hopkins will take just about any role offered (much like his countryman Michael Caine), but this one needs to be filed under ""Films that should never have been made."" This does not bode well for the Cat in the Hat, an even thinner tome that Universal is prepping for this Christmas. I get the feeling that I will be making the same recommendation for that one as I am with this one: skip it, and either read the book or watch the TV special. This is 2 hours you can never, ever get back.",0
"Just went on YouTube and finally watched this Oscar-nominated animated short directed by Richard Condie. I had previously watched his funny Getting Started there. In this one, a couple are playing Scrabble. The wife keeps shaking her eyes while her husband has nothing but E's on his side. The wife leaves for a while to vacuum her bed and bathtub(!) before catching her husband looking at her side. Briefly before this, the husband catches a TV show called ""Sawing for Teens"" with the stars sawing something and the husband getting his own saw. That program gets interrupted by a special report of a nuclear war happening (the newsman is a skeleton here) as everyone panics outside though the husband fell asleep during this time and thinks a parade is going on as he and his wife continue arguing about the game...There's plenty of other bizarre things going on before the touching ending comes on. Quite hilarious and well worth seeing for any animation buff out there. Can't wait to see any more animated shorts from Mr. Condie...",1
"Woman with wig, who ""dyes"" her hair in the middle of the film (=takes of wig) presumably does not see what the audience can see from miles away:<br /><br />*** begin spoiler alert *** that her hubby is having an affair with her best girlfriend and they both try get rid of her. *** end of spoiler alert ***<br /><br />And what a spoiler that was: the title already gives it away, doesn't it? Bad acting, bad script: waste of time Oh yeah: in the end, she lives happily ever after....<br /><br />If you liked this movie, you'll really love ""Cannibal women in the Avocado Jungle of Death""....",0
"I was lucky enough to watch this film in the recently concluded international film festival here. I was actually able to watch another South Korean film (The Power of Kangwon Province) but Christmas in August caught my attention more. The story is simple enough, the usual boy-meets-girl (or shall we say girl-meets-boy?). What made it special for me was how it was rendered. We can say that the movie was quiet and endearing. We don't have flashy and contrived romance here, only two ordinary beings made wonderful by their friendship and unexpressed love for one another. I also loved how the movie used pictures as expressions of relationships past and present. I wished that this was shown here as a regular film. I'm sure it would call out to a bigger audience.",1
"If you haven't seen this film, do it. Its a genremix as i've never seen another. Some very surreal scenes, some hilarious funny stuff, a film noir felling, musical numbers with a swing, sex scenes (The 2nd best played orgasm on Film, bested only by Sally), a pitch of Orson Welles blended together into a work of art. As an work of art it hasn't to be logical at the end, at least not logical for everybody ;-). I owned an tv copy on VHS but loaned it to an ex-girlfriend and now i can't get it back. But the film should be out on DVD in Austria on 10.06.03 and be sure, I will buy it.",1
"""Witchery"" might just be the most incoherent and lamentably scripted horror movie of the 80's but, luckily enough, it has a few compensating qualities like fantastic gore effects, an exhilarating musical score and some terrific casting choices. Honestly the screenplay doesn't make one iota of sense, but who cares when Linda Blair (with an exploded hairstyle) portrays yet another girl possessed by evil powers and David Hasselhof depicts a hunky photographer (who can't seem to get laid) in a movie that constantly features bloody voodoo, sewn-shut lips, upside down crucifixions, vicious burnings and an overused but genuinely creepy tune. Eight random people are gathered together on an abandoned vacation resort island off the coast of Massachusetts. The young couple is there to investigate the place's dark history; the dysfunctional family (with a pregnant Linda Blair even though nobody seems to bother about who the father is and what his whereabouts are) considers re-opening the hotel and the yummy female architect simply tagged along for casual sex. They're forced to stay the night in the ramshackle hotel and then suddenly the previous landlady  an aging actress or something who always dresses in black  starts taking them out in various engrossing ways. Everything is somehow related to the intro sequence showing a woman accused of witchery jump out of a window. Anyway, the plot is definitely of minor importance in an Italian horror franchise that started as an unofficial spin-off of ""The Evil Dead"". The atmosphere is occasionally unsettling and the make-up effects are undoubtedly the most superior element of the entire film. There's something supremely morbid and unsettling about staring at a defenseless woman hanging upside down a chimney and waiting to get fried.",0
"I was a kid .. crazy about Michael Jackson. His music, his dancing .. He was and is the greatest of all times. Few days ago a friend gave me a present .. ""Moonwalker"" DVD .. I just couldn't believe it! So I took my time and saw the movie again.. After a lot of years, and it kicked me back in time. I almost cried. Not because of Michael Jackson but of the good old times I remembered back than when I went to his concerts, enjoying music and dancing. The movie gave me some other perspective than back then when i was a kid. You can truly see the parody that Michael went through his life. Thank You Michael Jackson to bring me back to those great times, to Your great music and dancing. It's a shame that people has forgotten You .. I didn't because You gave me great moments with your music .. All the best to You where ever You are out there ..",1
"At first sight The Bothersome Man seems like several other movies/books rolled into one. Kafka's The Trial, Melville's Bartleby, The Fall and Rise of Reginald Perrin and Groundhog Day instantly spring to mind. A man, Andreas, arrives in a nameless city where he is immediately given a job in an office and finds a beautiful new girlfriend. However, there's a catch: his colleagues are all friendly, bland and utterly characterless, and everyone he knows, including his girlfriend, seems to have only one topic of conversation -interior design. Welcome to the hell of modern consumerism, in which people throw themselves from buildings and no one raises an eyebrow, or spend their days reading furniture catalogues and eating food that tastes of nothing.<br /><br />Andreas quickly realises his predicament and spends the rest of the film trying to escape, in various ways. Suicide turns out not to be an option, and when he finds a new girlfriend she is just as bereft of feelings as the old one - there is a wonderful scene in a restaurant where he asks her to move in with him and all she can say is, 'I don't mind'.<br /><br />In fact, much of what The Bothersome Man has to say has been said before, and after about 45 minutes you begin to feel that you indeed are experiencing a certain sense of deja vu. Yet its point is one that is probably worth repeating, over and over again: an unexamined life is one that is not worth living. Added to which, it provides a decidedly modern take on the perennial theme of how capitalism is destroying our souls. More than one character reminded me of people I've known, especially his furniture-obsessed girlfriend, and if by the end of the film the film-makers have run out of ideas, maybe that's the point - there will no end unless you can find other people who share your sense of alienation.",1
"Lead actor Yuko Tanaka fulfills so much in the exceptionally meditative ""The Milkwoman,"" a tranquil canvass on missed chances in the life of a 50-something woman, charting her routine with sincerely poignant motives. Played out in the picturesque, tranquil town of Nagasaki, Akira Ogata's unconventional romantic film, so to speak, is less a straight-out melodrama than a deliberate introspection of its characters' surrender to their current lives as a result of a tragic past that forced them to a choice they did not call for.<br /><br />Perfectly embodying the requisite world-weariness subjected to a spiritless routine, Tanaka plays Minako Oba, a middle-aged woman who, before her work shift at a supermarket, takes it upon herself to deliver bottles of milk among the residents of the hilly Nagasaki. One of the houses she constantly passes by to make such a delivery is that of Kaita Takanashi (Ittoku Kishibe), a local government employee caring for her terminally ill wife (Akiko Nishina). Minako and Kaita were high school sweethearts who, courtesy of an ignominious event concerning their parents, separated ways since then.<br /><br />Opening his film with the foreboding narration of a young Minako vowing never to leave Nagasaki, Ogata does as such with the narrative, patiently sticking with Minako as he, deftly aided by Tanako's understated yet highly effective performance, follows her -- whether she's having chitchat with her aunt (Misako Watanabe) on being single, or when she jogs up and down the countless footsteps of their hilly town to distribute milk -- as she and Kaita gradually overcome the hindrances that kept them apart for years. Such unhurried development may not suit viewers weaned on fast-paced narratives but for the rest, it's a heartfelt introspection that affects powerfully and emphatically.",1
"Don't let any reviews (critics, IMDb users or mine) influence you seeing this movie. I read only the plot premise and became intrigued. After watching, this movie, in my opinion, is definitely worth seeing. It gives a perspective on life that many have probably not contemplated. Its is not however, as Leland himself says, a movie that ""can be wrapped up in a neat package with a bow and everything."" Other user reviews on this website claim to have a psychological background and imply that the story is not feasible. Quite obviously they missed the entire point of the movie, which is disappointing. to say the least.<br /><br />In short, it is a well acted, well directed movie. The story is not a feel good one, but I feel if you don't come away from the movie feeling good, you may just have missed something. To characterize it as ""art house"" is unfair, in my opinion, but as our society likes labels, this is probably the one that fits. If you find you know everything there is to know about the world... I'd suggest skipping this one. If you feel movies should be a form of escape ""from the world""... you won't find it here. But if you do watch it... you just might find something in yourself.",1
"Dreaming of Julia was the title of the original script, and was filmed in the summer of 2000 in Santo Domingo Republica Dominicana. To release the picture they change the original name to Cuba Libre. The director's cut was 3 and a half hours long. It was released on the festival of Bangkok in Thailand. It was the second film of Gael García Bernal (the first was Amores Perros)<br /><br />and the first of Juan Gerard as a Director. In the poster the names of Diana Bracho and Cecilia Suares does not appear. Diana plays the grandmother and Cecilia the mother of the kid. They are great actresses and they keep the story together specially Diana. Check her out in other things you would be surprised.",1
"The revisionist history -- making the evil Marquis de Sade a semi-heroic romantic -- is mind-boggling enough. But the atrocious acting, amateurish cinematography and terrible dubbing make this film achingly bad. The only reason to keep watching is that almost all the women in the film are gorgeous. And, amazingly, being tortured for days, with hands bound overhead, apparently doesn't detract from a woman's beauty, hairstyle and makeup. My guess is that the producers filmed mostly in Russia, choosing women for their looks -- and willingness to work cheap -- rather than acting ability. If you decide to watch this because you have nothing better to do, or are a film student looking for bad examples, fast-forward through every scene not involving nudity.",0
"I like action movies. I have a softspot for ""B"" flicks with bad dialogue and wooden acting. So, I've been wracking my brain to come up with one of my guilty pleasures that was worse than this blockbuster. I can't. You'd be hard pressed to put together a bigger piece of cr*p than this Bruce Willis vehicle.<br /><br />Armageddon is the story (and I use that term loosely) of a team of ""Super-Drillers"" flying off to destroy an asteroid before it destroys the Earth. Realistic? Not really. But who cares? It's an action flick. I'm not blasting the premise.<br /><br />Minor spoilers:<br /><br />The movie begins with a couple of scenes designed to introduce the threat and the characters. Bruce Willis is the tough-as-nails leader of the team, and spends his first bit of screen time chasing around Ben Affleck with a gun for the unforgiveable act of sleeping with his daughter. For some reason, that didn't make me laugh. It was forced, like everything in this movie.<br /><br />The team is called in because they're the only people in the whole wide world who can drill the asteroid. Okay, I'm prepared to accept that premise if it gets us to the action - the supposed meat of the movie. More attempts at humor, with each character going out to do some crazy, nutty thing before blast off. Again, lame. Finally, they take off. Here's where the movie really pi**ed me off. They arrive on the rock, and set to work. Would you believe it, nothing works right and everything has a suspenseful countdown!!! Whoah! Ten, nine, eight... one - Oh, surprise surprise we saved the day again!!<br /><br />And don't even get me started on the jerky camerawork. When I saw it in the theater I thought I was going to be sick. I can only assume they were trying to cover up the gargantuan holes left by the insipid performances by cutting away to a different shot every few seconds (and this from someone raised on MTV - Mr short attention span himself).<br /><br />Just when I thought it couldn't get any worse... wait - there's a manufactured tearjerker ending that was so tacked on it made the rest of the film a virtual Citizen Kane.<br /><br />Summary: The witticisms weren't witty. The plot - well, I said I'd let that one go. The acting was bad. Really bad. Even Billy Bob couldn't rise above the script, which was worse. Camerawork - again, bad. (I didn't even mention the dumbest love scene in the history of motion pictures - think animal crackers).<br /><br />Rating: 1 out of 10. (I'm giving a half point for Steve Buscemi, who makes me smile against my will and another half point for the times I was able to look at the lovely Liv Tyler and attempt to ignore her acting performance) This is far and away the worst movie I've gone to see in the theater... ever.",0
